ge49lus ,8.52466117557275E-07
ge62dup ,1.71691726337479E-06
ge83fod ,3.5015496005559E-06
ge89duf ,1.01066513183814E-05
ge63mib ,1.61825791766925E-05
ga53pir ,1.75559352634021E-05
ge49gew ,1.86902293379274E-05
ge49saq ,2.03078740246878E-05
ge89dab ,2.69538085919931E-05
ge47voz ,2.8391996967195E-05
ge47vag ,3.25525271753983E-05
ge89bob ,4.18015697610397E-05
ge93xif ,4.20018980599335E-05
ga89pux ,4.65979939202844E-05
ge48mim ,4.96919515026664E-05
ge75woq ,5.73480670489072E-05
ge25wez ,6.09690708455131E-05
ge97fed ,6.90116365198447E-05
ge65wuc ,9.2971992325089E-05
ge62waw ,9.34672346394079E-05
ga27pad ,9.52998417626593E-05
ge32vuc ,9.54337399409181E-05
ge25mat ,0.000108922258192
ge98vec ,0.000108922301731
ge89yeq ,0.000111018165277
ge57rag ,0.000114897227542
ge62gam ,0.000131997201434
ge49viq ,0.000147280798738
ge62pem ,0.000154688035776
ge69gas ,0.000173308048332
ge83pov ,0.000182336388168
ge35daj ,0.00018623870098
ga84sij ,0.000217666164133
ge47jel ,0.000241442166152
ge69toz ,0.000268437238274
ge83nuj ,0.000399714578017
ge87rix ,0.001319691201239
ge53veg ,0.024346357765144
ge49rep ,0.040305953908569
ge83cot ,0.040398083837349
ge94sab ,0.045673432534286
ge93lof ,0.047012183581493
ge83vum ,0.284652959123981
ge37rig ,0.85441247091618
ge75qoc ,1.00057911556364
ge89fop ,4.02054624984537
ga87wur ,nan
